# Time,     alpha,     beta,     V_inf,    u(v_body_X), v(v_body_Y), w(v_body_Z),  p,       q,         r,         gx,         gy,       gz,      FX,         FY,         FZ       
2.355e-01, 1.776e-03, 0.000e+00, 6.456e+02, 6.455e+02, 0.000e+00, 1.147e+00, 0.000e+00, -2.430e-01, 0.000e+00, 8.619e-01, 0.000e+00, 9.772e+00, -9.629e+01, -0.000e+00, -1.881e+00
2.360e-01, 1.637e-03, 0.000e+00, 6.451e+02, 6.451e+02, 0.000e+00, 1.056e+00, 0.000e+00, -2.763e-01, 0.000e+00, 8.633e-01, 0.000e+00, 9.772e+00, -9.614e+01, -0.000e+00, -1.731e+00
2.365e-01, 1.482e-03, 0.000e+00, 6.446e+02, 6.446e+02, 0.000e+00, 9.550e-01, 0.000e+00, -3.065e-01, 0.000e+00, 8.647e-01, 0.000e+00, 9.772e+00, -9.600e+01, -0.000e+00, -1.564e+00
2.370e-01, 1.324e-03, 0.000e+00, 6.441e+02, 6.441e+02, 0.000e+00, 8.530e-01, 0.000e+00, -3.315e-01, 0.000e+00, 8.662e-01, 0.000e+00, 9.772e+00, -9.586e+01, -0.000e+00, -1.396e+00
2.375e-01, 1.156e-03, 0.000e+00, 6.436e+02, 6.436e+02, 0.000e+00, 7.442e-01, 0.000e+00, -3.533e-01, 0.000e+00, 8.679e-01, 0.000e+00, 9.772e+00, -9.572e+01, -0.000e+00, -1.217e+00
2.380e-01, 9.797e-04, 0.000e+00, 6.432e+02, 6.432e+02, 0.000e+00, 6.301e-01, 0.000e+00, -3.717e-01, 0.000e+00, 8.696e-01, 0.000e+00, 9.771e+00, -9.558e+01, -0.000e+00, -1.030e+00
2.385e-01, 7.959e-04, 0.000e+00, 6.427e+02, 6.427e+02, 0.000e+00, 5.115e-01, 0.000e+00, -3.865e-01, 0.000e+00, 8.714e-01, 0.000e+00, 9.771e+00, -9.544e+01, -0.000e+00, -8.356e-01
2.390e-01, 6.067e-04, 0.000e+00, 6.422e+02, 6.422e+02, 0.000e+00, 3.897e-01, 0.000e+00, -3.977e-01, 0.000e+00, 8.733e-01, 0.000e+00, 9.771e+00, -9.530e+01, -0.000e+00, -6.360e-01
2.395e-01, 4.141e-04, 0.000e+00, 6.418e+02, 6.418e+02, 0.000e+00, 2.657e-01, 0.000e+00, -4.051e-01, 0.000e+00, 8.752e-01, 0.000e+00, 9.771e+00, -9.517e+01, -0.000e+00, -4.335e-01
2.400e-01, 2.198e-04, 0.000e+00, 6.413e+02, 6.413e+02, 0.000e+00, 1.410e-01, 0.000e+00, -4.088e-01, 0.000e+00, 8.771e-01, 0.000e+00, 9.771e+00, -9.503e+01, -0.000e+00, -2.298e-01
2.405e-01, -5.394e-05, 0.000e+00, 6.406e+02, 6.406e+02, 0.000e+00, -3.456e-02, 0.000e+00, -4.076e-01, 0.000e+00, 8.799e-01, 0.000e+00, 9.770e+00, -9.483e+01, 0.000e+00, 5.627e-02
2.410e-01, -2.552e-04, 0.000e+00, 6.402e+02, 6.402e+02, 0.000e+00, -1.634e-01, 0.000e+00, -4.019e-01, 0.000e+00, 8.820e-01, 0.000e+00, 9.770e+00, -9.469e+01, 0.000e+00, 2.658e-01
2.415e-01, -4.508e-04, 0.000e+00, 6.397e+02, 6.397e+02, 0.000e+00, -2.884e-01, 0.000e+00, -3.922e-01, 0.000e+00, 8.840e-01, 0.000e+00, 9.770e+00, -9.454e+01, 0.000e+00, 4.688e-01
2.420e-01, -5.684e-04, 0.000e+00, 6.394e+02, 6.394e+02, 0.000e+00, -3.634e-01, 0.000e+00, -3.843e-01, 0.000e+00, 8.852e-01, 0.000e+00, 9.770e+00, -9.445e+01, 0.000e+00, 5.906e-01
2.425e-01, -7.481e-04, 0.000e+00, 6.389e+02, 6.389e+02, 0.000e+00, -4.779e-01, 0.000e+00, -3.689e-01, 0.000e+00, 8.871e-01, 0.000e+00, 9.770e+00, -9.431e+01, 0.000e+00, 7.761e-01
2.430e-01, -9.185e-04, 0.000e+00, 6.384e+02, 6.384e+02, 0.000e+00, -5.864e-01, 0.000e+00, -3.499e-01, 0.000e+00, 8.889e-01, 0.000e+00, 9.770e+00, -9.417e+01, 0.000e+00, 9.514e-01
2.435e-01, -1.078e-03, 0.000e+00, 6.379e+02, 6.379e+02, 0.000e+00, -6.876e-01, 0.000e+00, -3.277e-01, 0.000e+00, 8.906e-01, 0.000e+00, 9.769e+00, -9.403e+01, 0.000e+00, 1.115e+00
2.440e-01, -1.225e-03, 0.000e+00, 6.374e+02, 6.374e+02, 0.000e+00, -7.805e-01, 0.000e+00, -3.025e-01, 0.000e+00, 8.922e-01, 0.000e+00, 9.769e+00, -9.389e+01, 0.000e+00, 1.265e+00
2.445e-01, -1.339e-03, 0.000e+00, 6.370e+02, 6.370e+02, 0.000e+00, -8.531e-01, 0.000e+00, -2.786e-01, 0.000e+00, 8.935e-01, 0.000e+00, 9.769e+00, -9.376e+01, 0.000e+00, 1.381e+00
2.450e-01, -1.452e-03, 0.000e+00, 6.365e+02, 6.365e+02, 0.000e+00, -9.242e-01, 0.000e+00, -2.504e-01, 0.000e+00, 8.947e-01, 0.000e+00, 9.769e+00, -9.363e+01, 0.000e+00, 1.495e+00
2.455e-01, -1.550e-03, 0.000e+00, 6.361e+02, 6.361e+02, 0.000e+00, -9.858e-01, 0.000e+00, -2.201e-01, 0.000e+00, 8.959e-01, 0.000e+00, 9.769e+00, -9.349e+01, 0.000e+00, 1.594e+00
2.460e-01, -1.632e-03, 0.000e+00, 6.356e+02, 6.356e+02, 0.000e+00, -1.037e+00, 0.000e+00, -1.882e-01, 0.000e+00, 8.969e-01, 0.000e+00, 9.769e+00, -9.336e+01, 0.000e+00, 1.676e+00
2.465e-01, -1.698e-03, 0.000e+00, 6.352e+02, 6.352e+02, 0.000e+00, -1.078e+00, 0.000e+00, -1.551e-01, 0.000e+00, 8.977e-01, 0.000e+00, 9.769e+00, -9.322e+01, 0.000e+00, 1.741e+00
2.470e-01, -1.746e-03, 0.000e+00, 6.347e+02, 6.347e+02, 0.000e+00, -1.108e+00, 0.000e+00, -1.209e-01, 0.000e+00, 8.984e-01, 0.000e+00, 9.769e+00, -9.308e+01, 0.000e+00, 1.788e+00
2.475e-01, -1.778e-03, 0.000e+00, 6.342e+02, 6.342e+02, 0.000e+00, -1.127e+00, 0.000e+00, -8.616e-02, 0.000e+00, 8.989e-01, 0.000e+00, 9.769e+00, -9.295e+01, 0.000e+00, 1.817e+00
2.480e-01, -1.791e-03, 0.000e+00, 6.338e+02, 6.338e+02, 0.000e+00, -1.135e+00, 0.000e+00, -5.113e-02, 0.000e+00, 8.992e-01, 0.000e+00, 9.769e+00, -9.281e+01, 0.000e+00, 1.829e+00
2.485e-01, -1.787e-03, 0.000e+00, 6.333e+02, 6.333e+02, 0.000e+00, -1.132e+00, 0.000e+00, -1.618e-02, 0.000e+00, 8.994e-01, 0.000e+00, 9.769e+00, -9.268e+01, 0.000e+00, 1.822e+00
2.490e-01, -1.766e-03, 0.000e+00, 6.328e+02, 6.328e+02, 0.000e+00, -1.117e+00, 0.000e+00, 1.837e-02, 0.000e+00, 8.994e-01, 0.000e+00, 9.769e+00, -9.254e+01, 0.000e+00, 1.797e+00
2.495e-01, -1.727e-03, 0.000e+00, 6.324e+02, 6.324e+02, 0.000e+00, -1.092e+00, 0.000e+00, 5.217e-02, 0.000e+00, 8.992e-01, 0.000e+00, 9.769e+00, -9.240e+01, 0.000e+00, 1.755e+00
2.500e-01, -1.672e-03, 0.000e+00, 6.319e+02, 6.319e+02, 0.000e+00, -1.056e+00, 0.000e+00, 8.493e-02, 0.000e+00, 8.989e-01, 0.000e+00, 9.769e+00, -9.227e+01, 0.000e+00, 1.697e+00
2.505e-01, -1.600e-03, 0.000e+00, 6.314e+02, 6.314e+02, 0.000e+00, -1.010e+00, 0.000e+00, 1.163e-01, 0.000e+00, 8.984e-01, 0.000e+00, 9.769e+00, -9.213e+01, 0.000e+00, 1.622e+00
2.510e-01, -1.514e-03, 0.000e+00, 6.309e+02, 6.309e+02, 0.000e+00, -9.550e-01, 0.000e+00, 1.461e-01, 0.000e+00, 8.977e-01, 0.000e+00, 9.769e+00, -9.199e+01, 0.000e+00, 1.532e+00
2.515e-01, -1.412e-03, 0.000e+00, 6.305e+02, 6.305e+02, 0.000e+00, -8.904e-01, 0.000e+00, 1.739e-01, 0.000e+00, 8.969e-01, 0.000e+00, 9.769e+00, -9.185e+01, 0.000e+00, 1.427e+00
2.520e-01, -1.297e-03, 0.000e+00, 6.300e+02, 6.300e+02, 0.000e+00, -8.173e-01, 0.000e+00, 1.996e-01, 0.000e+00, 8.959e-01, 0.000e+00, 9.769e+00, -9.172e+01, 0.000e+00, 1.309e+00
2.525e-01, -1.169e-03, 0.000e+00, 6.295e+02, 6.295e+02, 0.000e+00, -7.361e-01, 0.000e+00, 2.229e-01, 0.000e+00, 8.949e-01, 0.000e+00, 9.769e+00, -9.158e+01, 0.000e+00, 1.178e+00
2.530e-01, -1.046e-03, 0.000e+00, 6.291e+02, 6.291e+02, 0.000e+00, -6.580e-01, 0.000e+00, 2.414e-01, 0.000e+00, 8.938e-01, 0.000e+00, 9.769e+00, -9.145e+01, 0.000e+00, 1.052e+00
2.535e-01, -9.099e-04, 0.000e+00, 6.287e+02, 6.287e+02, 0.000e+00, -5.720e-01, 0.000e+00, 2.581e-01, 0.000e+00, 8.926e-01, 0.000e+00, 9.769e+00, -9.132e+01, 0.000e+00, 9.140e-01
2.540e-01, -7.674e-04, 0.000e+00, 6.282e+02, 6.282e+02, 0.000e+00, -4.821e-01, 0.000e+00, 2.721e-01, 0.000e+00, 8.914e-01, 0.000e+00, 9.769e+00, -9.119e+01, 0.000e+00, 7.698e-01
2.545e-01, -6.193e-04, 0.000e+00, 6.278e+02, 6.278e+02, 0.000e+00, -3.888e-01, 0.000e+00, 2.833e-01, 0.000e+00, 8.900e-01, 0.000e+00, 9.770e+00, -9.107e+01, 0.000e+00, 6.203e-01
2.550e-01, -4.671e-04, 0.000e+00, 6.273e+02, 6.273e+02, 0.000e+00, -2.930e-01, 0.000e+00, 2.918e-01, 0.000e+00, 8.887e-01, 0.000e+00, 9.770e+00, -9.094e+01, 0.000e+00, 4.672e-01
2.555e-01, -3.122e-04, 0.000e+00, 6.269e+02, 6.269e+02, 0.000e+00, -1.957e-01, 0.000e+00, 2.973e-01, 0.000e+00, 8.873e-01, 0.000e+00, 9.770e+00, -9.081e+01, 0.000e+00, 3.118e-01
2.560e-01, -1.561e-04, 0.000e+00, 6.264e+02, 6.264e+02, 0.000e+00, -9.779e-02, 0.000e+00, 2.999e-01, 0.000e+00, 8.858e-01, 0.000e+00, 9.770e+00, -9.068e+01, 0.000e+00, 1.557e-01
2.565e-01, -2.756e-07, 0.000e+00, 6.260e+02, 6.260e+02, 0.000e+00, -1.725e-04, 0.000e+00, 2.996e-01, 0.000e+00, 8.844e-01, 0.000e+00, 9.770e+00, -9.055e+01, 0.000e+00, 2.746e-04
2.570e-01, 1.518e-04, 0.000e+00, 6.255e+02, 6.255e+02, 0.000e+00, 9.495e-02, 0.000e+00, 2.965e-01, 0.000e+00, 8.830e-01, 0.000e+00, 9.770e+00, -9.042e+01, -0.000e+00, -1.510e-01
2.575e-01, 3.088e-04, 0.000e+00, 6.251e+02, 6.251e+02, 0.000e+00, 1.930e-01, 0.000e+00, 2.903e-01, 0.000e+00, 8.815e-01, 0.000e+00, 9.770e+00, -9.029e+01, -0.000e+00, -3.067e-01
2.580e-01, 4.762e-04, 0.000e+00, 6.246e+02, 6.246e+02, 0.000e+00, 2.974e-01, 0.000e+00, 2.800e-01, 0.000e+00, 8.799e-01, 0.000e+00, 9.770e+00, -9.014e+01, -0.000e+00, -4.722e-01
2.585e-01, 6.196e-04, 0.000e+00, 6.241e+02, 6.241e+02, 0.000e+00, 3.867e-01, 0.000e+00, 2.678e-01, 0.000e+00, 8.785e-01, 0.000e+00, 9.771e+00, -9.001e+01, -0.000e+00, -6.135e-01
2.590e-01, 7.559e-04, 0.000e+00, 6.237e+02, 6.237e+02, 0.000e+00, 4.714e-01, 0.000e+00, 2.530e-01, 0.000e+00, 8.772e-01, 0.000e+00, 9.771e+00, -8.988e+01, -0.000e+00, -7.473e-01
2.595e-01, 8.836e-04, 0.000e+00, 6.232e+02, 6.232e+02, 0.000e+00, 5.507e-01, 0.000e+00, 2.356e-01, 0.000e+00, 8.760e-01, 0.000e+00, 9.771e+00, -8.975e+01, -0.000e+00, -8.723e-01
2.600e-01, 1.002e-03, 0.000e+00, 6.227e+02, 6.227e+02, 0.000e+00, 6.237e-01, 0.000e+00, 2.159e-01, 0.000e+00, 8.749e-01, 0.000e+00, 9.771e+00, -8.961e+01, -0.000e+00, -9.873e-01
2.605e-01, 1.097e-03, 0.000e+00, 6.223e+02, 6.223e+02, 0.000e+00, 6.829e-01, 0.000e+00, 1.966e-01, 0.000e+00, 8.739e-01, 0.000e+00, 9.771e+00, -8.949e+01, -0.000e+00, -1.080e+00
2.610e-01, 1.188e-03, 0.000e+00, 6.219e+02, 6.219e+02, 0.000e+00, 7.387e-01, 0.000e+00, 1.745e-01, 0.000e+00, 8.730e-01, 0.000e+00, 9.771e+00, -8.937e+01, -0.000e+00, -1.168e+00
2.615e-01, 1.267e-03, 0.000e+00, 6.214e+02, 6.214e+02, 0.000e+00, 7.875e-01, 0.000e+00, 1.510e-01, 0.000e+00, 8.723e-01, 0.000e+00, 9.771e+00, -8.924e+01, -0.000e+00, -1.244e+00
2.620e-01, 1.334e-03, 0.000e+00, 6.210e+02, 6.210e+02, 0.000e+00, 8.286e-01, 0.000e+00, 1.261e-01, 0.000e+00, 8.716e-01, 0.000e+00, 9.771e+00, -8.912e+01, -0.000e+00, -1.308e+00
2.625e-01, 1.389e-03, 0.000e+00, 6.206e+02, 6.206e+02, 0.000e+00, 8.617e-01, 0.000e+00, 1.001e-01, 0.000e+00, 8.710e-01, 0.000e+00, 9.771e+00, -8.899e+01, -0.000e+00, -1.359e+00
2.630e-01, 1.430e-03, 0.000e+00, 6.201e+02, 6.201e+02, 0.000e+00, 8.866e-01, 0.000e+00, 7.337e-02, 0.000e+00, 8.706e-01, 0.000e+00, 9.771e+00, -8.886e+01, -0.000e+00, -1.398e+00
2.635e-01, 1.457e-03, 0.000e+00, 6.197e+02, 6.197e+02, 0.000e+00, 9.029e-01, 0.000e+00, 4.609e-02, 0.000e+00, 8.703e-01, 0.000e+00, 9.771e+00, -8.874e+01, -0.000e+00, -1.422e+00
2.640e-01, 1.471e-03, 0.000e+00, 6.192e+02, 6.192e+02, 0.000e+00, 9.107e-01, 0.000e+00, 1.854e-02, 0.000e+00, 8.702e-01, 0.000e+00, 9.771e+00, -8.861e+01, -0.000e+00, -1.433e+00
2.645e-01, 1.470e-03, 0.000e+00, 6.188e+02, 6.188e+02, 0.000e+00, 9.099e-01, 0.000e+00, -9.022e-03, 0.000e+00, 8.701e-01, 0.000e+00, 9.771e+00, -8.848e+01, -0.000e+00, -1.431e+00
2.650e-01, 1.456e-03, 0.000e+00, 6.183e+02, 6.183e+02, 0.000e+00, 9.005e-01, 0.000e+00, -3.634e-02, 0.000e+00, 8.703e-01, 0.000e+00, 9.771e+00, -8.836e+01, -0.000e+00, -1.415e+00
2.655e-01, 1.429e-03, 0.000e+00, 6.179e+02, 6.179e+02, 0.000e+00, 8.828e-01, 0.000e+00, -6.315e-02, 0.000e+00, 8.705e-01, 0.000e+00, 9.771e+00, -8.823e+01, -0.000e+00, -1.387e+00
2.660e-01, 1.388e-03, 0.000e+00, 6.174e+02, 6.174e+02, 0.000e+00, 8.569e-01, 0.000e+00, -8.923e-02, 0.000e+00, 8.709e-01, 0.000e+00, 9.771e+00, -8.810e+01, -0.000e+00, -1.345e+00
2.665e-01, 1.334e-03, 0.000e+00, 6.170e+02, 6.170e+02, 0.000e+00, 8.231e-01, 0.000e+00, -1.143e-01, 0.000e+00, 8.714e-01, 0.000e+00, 9.771e+00, -8.797e+01, -0.000e+00, -1.291e+00
2.670e-01, 1.268e-03, 0.000e+00, 6.165e+02, 6.165e+02, 0.000e+00, 7.817e-01, 0.000e+00, -1.382e-01, 0.000e+00, 8.720e-01, 0.000e+00, 9.771e+00, -8.785e+01, -0.000e+00, -1.225e+00
2.675e-01, 1.190e-03, 0.000e+00, 6.161e+02, 6.161e+02, 0.000e+00, 7.331e-01, 0.000e+00, -1.607e-01, 0.000e+00, 8.728e-01, 0.000e+00, 9.771e+00, -8.772e+01, -0.000e+00, -1.148e+00
2.680e-01, 1.101e-03, 0.000e+00, 6.156e+02, 6.156e+02, 0.000e+00, 6.778e-01, 0.000e+00, -1.816e-01, 0.000e+00, 8.736e-01, 0.000e+00, 9.771e+00, -8.759e+01, -0.000e+00, -1.061e+00
2.685e-01, 1.001e-03, 0.000e+00, 6.152e+02, 6.152e+02, 0.000e+00, 6.161e-01, 0.000e+00, -2.007e-01, 0.000e+00, 8.746e-01, 0.000e+00, 9.771e+00, -8.746e+01, -0.000e+00, -9.634e-01
2.690e-01, 9.371e-04, 0.000e+00, 6.149e+02, 6.149e+02, 0.000e+00, 5.762e-01, 0.000e+00, -2.112e-01, 0.000e+00, 8.753e-01, 0.000e+00, 9.771e+00, -8.738e+01, -0.000e+00, -9.007e-01
2.695e-01, 7.973e-04, 0.000e+00, 6.143e+02, 6.143e+02, 0.000e+00, 4.898e-01, 0.000e+00, -2.301e-01, 0.000e+00, 8.766e-01, 0.000e+00, 9.771e+00, -8.722e+01, -0.000e+00, -7.649e-01
2.700e-01, 6.850e-04, 0.000e+00, 6.139e+02, 6.139e+02, 0.000e+00, 4.206e-01, 0.000e+00, -2.420e-01, 0.000e+00, 8.778e-01, 0.000e+00, 9.771e+00, -8.710e+01, -0.000e+00, -6.563e-01
2.705e-01, 5.680e-04, 0.000e+00, 6.135e+02, 6.135e+02, 0.000e+00, 3.485e-01, 0.000e+00, -2.518e-01, 0.000e+00, 8.789e-01, 0.000e+00, 9.771e+00, -8.698e+01, -0.000e+00, -5.434e-01
2.710e-01, 4.471e-04, 0.000e+00, 6.131e+02, 6.131e+02, 0.000e+00, 2.741e-01, 0.000e+00, -2.595e-01, 0.000e+00, 8.802e-01, 0.000e+00, 9.770e+00, -8.686e+01, -0.000e+00, -4.272e-01
2.715e-01, 3.235e-04, 0.000e+00, 6.126e+02, 6.126e+02, 0.000e+00, 1.982e-01, 0.000e+00, -2.649e-01, 0.000e+00, 8.814e-01, 0.000e+00, 9.770e+00, -8.674e+01, -0.000e+00, -3.087e-01
2.720e-01, 1.984e-04, 0.000e+00, 6.122e+02, 6.122e+02, 0.000e+00, 1.214e-01, 0.000e+00, -2.681e-01, 0.000e+00, 8.827e-01, 0.000e+00, 9.770e+00, -8.662e+01, -0.000e+00, -1.890e-01
2.725e-01, 7.278e-05, 0.000e+00, 6.118e+02, 6.118e+02, 0.000e+00, 4.453e-02, 0.000e+00, -2.690e-01, 0.000e+00, 8.840e-01, 0.000e+00, 9.770e+00, -8.650e+01, -0.000e+00, -6.925e-02
2.730e-01, -5.080e-05, 0.000e+00, 6.114e+02, 6.114e+02, 0.000e+00, -3.106e-02, 0.000e+00, -2.677e-01, 0.000e+00, 8.853e-01, 0.000e+00, 9.770e+00, -8.638e+01, 0.000e+00, 4.827e-02
2.735e-01, -1.743e-04, 0.000e+00, 6.109e+02, 6.109e+02, 0.000e+00, -1.065e-01, 0.000e+00, -2.641e-01, 0.000e+00, 8.866e-01, 0.000e+00, 9.770e+00, -8.626e+01, 0.000e+00, 1.653e-01
2.740e-01, -2.985e-04, 0.000e+00, 6.105e+02, 6.105e+02, 0.000e+00, -1.822e-01, 0.000e+00, -2.581e-01, 0.000e+00, 8.879e-01, 0.000e+00, 9.770e+00, -8.613e+01, 0.000e+00, 2.828e-01
2.745e-01, -4.295e-04, 0.000e+00, 6.100e+02, 6.100e+02, 0.000e+00, -2.620e-01, 0.000e+00, -2.490e-01, 0.000e+00, 8.893e-01, 0.000e+00, 9.770e+00, -8.600e+01, 0.000e+00, 4.063e-01
2.750e-01, -5.419e-04, 0.000e+00, 6.096e+02, 6.096e+02, 0.000e+00, -3.303e-01, 0.000e+00, -2.386e-01, 0.000e+00, 8.905e-01, 0.000e+00, 9.769e+00, -8.587e+01, 0.000e+00, 5.119e-01
2.755e-01, -6.484e-04, 0.000e+00, 6.091e+02, 6.091e+02, 0.000e+00, -3.949e-01, 0.000e+00, -2.262e-01, 0.000e+00, 8.917e-01, 0.000e+00, 9.769e+00, -8.575e+01, 0.000e+00, 6.116e-01
2.760e-01, -7.479e-04, 0.000e+00, 6.087e+02, 6.087e+02, 0.000e+00, -4.552e-01, 0.000e+00, -2.119e-01, 0.000e+00, 8.928e-01, 0.000e+00, 9.769e+00, -8.563e+01, 0.000e+00, 7.044e-01
2.765e-01, -8.366e-04, 0.000e+00, 6.083e+02, 6.083e+02, 0.000e+00, -5.089e-01, 0.000e+00, -1.963e-01, 0.000e+00, 8.938e-01, 0.000e+00, 9.769e+00, -8.551e+01, 0.000e+00, 7.869e-01
2.770e-01, -9.140e-04, 0.000e+00, 6.079e+02, 6.079e+02, 0.000e+00, -5.556e-01, 0.000e+00, -1.799e-01, 0.000e+00, 8.946e-01, 0.000e+00, 9.769e+00, -8.539e+01, 0.000e+00, 8.585e-01
2.775e-01, -9.831e-04, 0.000e+00, 6.074e+02, 6.074e+02, 0.000e+00, -5.972e-01, 0.000e+00, -1.622e-01, 0.000e+00, 8.955e-01, 0.000e+00, 9.769e+00, -8.528e+01, 0.000e+00, 9.222e-01
2.780e-01, -1.043e-03, 0.000e+00, 6.070e+02, 6.070e+02, 0.000e+00, -6.333e-01, 0.000e+00, -1.434e-01, 0.000e+00, 8.962e-01, 0.000e+00, 9.769e+00, -8.516e+01, 0.000e+00, 9.774e-01
2.785e-01, -1.094e-03, 0.000e+00, 6.066e+02, 6.066e+02, 0.000e+00, -6.636e-01, 0.000e+00, -1.236e-01, 0.000e+00, 8.968e-01, 0.000e+00, 9.769e+00, -8.504e+01, 0.000e+00, 1.023e+00
2.790e-01, -1.134e-03, 0.000e+00, 6.062e+02, 6.062e+02, 0.000e+00, -6.877e-01, 0.000e+00, -1.031e-01, 0.000e+00, 8.974e-01, 0.000e+00, 9.769e+00, -8.492e+01, 0.000e+00, 1.060e+00
2.795e-01, -1.165e-03, 0.000e+00, 6.058e+02, 6.058e+02, 0.000e+00, -7.054e-01, 0.000e+00, -8.191e-02, 0.000e+00, 8.978e-01, 0.000e+00, 9.769e+00, -8.481e+01, 0.000e+00, 1.086e+00
2.800e-01, -1.184e-03, 0.000e+00, 6.053e+02, 6.053e+02, 0.000e+00, -7.166e-01, 0.000e+00, -6.040e-02, 0.000e+00, 8.982e-01, 0.000e+00, 9.769e+00, -8.469e+01, 0.000e+00, 1.103e+00
2.805e-01, -1.192e-03, 0.000e+00, 6.049e+02, 6.049e+02, 0.000e+00, -7.212e-01, 0.000e+00, -3.871e-02, 0.000e+00, 8.984e-01, 0.000e+00, 9.769e+00, -8.457e+01, 0.000e+00, 1.109e+00
2.810e-01, -1.190e-03, 0.000e+00, 6.045e+02, 6.045e+02, 0.000e+00, -7.192e-01, 0.000e+00, -1.705e-02, 0.000e+00, 8.986e-01, 0.000e+00, 9.769e+00, -8.445e+01, 0.000e+00, 1.105e+00
2.815e-01, -1.176e-03, 0.000e+00, 6.041e+02, 6.041e+02, 0.000e+00, -7.106e-01, 0.000e+00, 4.401e-03, 0.000e+00, 8.986e-01, 0.000e+00, 9.769e+00, -8.433e+01, 0.000e+00, 1.091e+00
2.820e-01, -1.152e-03, 0.000e+00, 6.036e+02, 6.036e+02, 0.000e+00, -6.956e-01, 0.000e+00, 2.544e-02, 0.000e+00, 8.985e-01, 0.000e+00, 9.769e+00, -8.421e+01, 0.000e+00, 1.067e+00
2.825e-01, -1.118e-03, 0.000e+00, 6.032e+02, 6.032e+02, 0.000e+00, -6.743e-01, 0.000e+00, 4.588e-02, 0.000e+00, 8.984e-01, 0.000e+00, 9.769e+00, -8.409e+01, 0.000e+00, 1.034e+00
2.830e-01, -1.073e-03, 0.000e+00, 6.028e+02, 6.028e+02, 0.000e+00, -6.469e-01, 0.000e+00, 6.556e-02, 0.000e+00, 8.981e-01, 0.000e+00, 9.769e+00, -8.397e+01, 0.000e+00, 9.914e-01
2.835e-01, -1.019e-03, 0.000e+00, 6.023e+02, 6.023e+02, 0.000e+00, -6.137e-01, 0.000e+00, 8.429e-02, 0.000e+00, 8.977e-01, 0.000e+00, 9.769e+00, -8.385e+01, 0.000e+00, 9.398e-01
2.840e-01, -9.820e-04, 0.000e+00, 6.021e+02, 6.021e+02, 0.000e+00, -5.913e-01, 0.000e+00, 9.493e-02, 0.000e+00, 8.974e-01, 0.000e+00, 9.769e+00, -8.378e+01, 0.000e+00, 9.051e-01
2.845e-01, -9.137e-04, 0.000e+00, 6.017e+02, 6.017e+02, 0.000e+00, -5.497e-01, 0.000e+00, 1.117e-01, 0.000e+00, 8.969e-01, 0.000e+00, 9.769e+00, -8.366e+01, 0.000e+00, 8.409e-01
2.850e-01, -8.370e-04, 0.000e+00, 6.012e+02, 6.012e+02, 0.000e+00, -5.033e-01, 0.000e+00, 1.271e-01, 0.000e+00, 8.963e-01, 0.000e+00, 9.769e+00, -8.354e+01, 0.000e+00, 7.692e-01
2.855e-01, -7.526e-04, 0.000e+00, 6.008e+02, 6.008e+02, 0.000e+00, -4.522e-01, 0.000e+00, 1.411e-01, 0.000e+00, 8.956e-01, 0.000e+00, 9.769e+00, -8.342e+01, 0.000e+00, 6.906e-01
2.860e-01, -6.402e-04, 0.000e+00, 6.003e+02, 6.003e+02, 0.000e+00, -3.843e-01, 0.000e+00, 1.559e-01, 0.000e+00, 8.947e-01, 0.000e+00, 9.769e+00, -8.327e+01, 0.000e+00, 5.865e-01
2.865e-01, -5.500e-04, 0.000e+00, 5.998e+02, 5.998e+02, 0.000e+00, -3.299e-01, 0.000e+00, 1.653e-01, 0.000e+00, 8.939e-01, 0.000e+00, 9.769e+00, -8.316e+01, 0.000e+00, 5.031e-01
2.870e-01, -4.560e-04, 0.000e+00, 5.994e+02, 5.994e+02, 0.000e+00, -2.734e-01, 0.000e+00, 1.730e-01, 0.000e+00, 8.931e-01, 0.000e+00, 9.769e+00, -8.305e+01, 0.000e+00, 4.166e-01
2.875e-01, -3.590e-04, 0.000e+00, 5.990e+02, 5.990e+02, 0.000e+00, -2.150e-01, 0.000e+00, 1.791e-01, 0.000e+00, 8.923e-01, 0.000e+00, 9.769e+00, -8.294e+01, 0.000e+00, 3.275e-01
2.880e-01, -2.597e-04, 0.000e+00, 5.986e+02, 5.986e+02, 0.000e+00, -1.555e-01, 0.000e+00, 1.835e-01, 0.000e+00, 8.914e-01, 0.000e+00, 9.769e+00, -8.282e+01, 0.000e+00, 2.366e-01
2.885e-01, -1.591e-04, 0.000e+00, 5.982e+02, 5.982e+02, 0.000e+00, -9.517e-02, 0.000e+00, 1.861e-01, 0.000e+00, 8.905e-01, 0.000e+00, 9.769e+00, -8.271e+01, 0.000e+00, 1.447e-01
2.890e-01, -5.801e-05, 0.000e+00, 5.978e+02, 5.978e+02, 0.000e+00, -3.468e-02, 0.000e+00, 1.869e-01, 0.000e+00, 8.896e-01, 0.000e+00, 9.770e+00, -8.260e+01, 0.000e+00, 5.270e-02
2.895e-01, 4.260e-05, 0.000e+00, 5.974e+02, 5.974e+02, 0.000e+00, 2.545e-02, 0.000e+00, 1.860e-01, 0.000e+00, 8.887e-01, 0.000e+00, 9.770e+00, -8.249e+01, -0.000e+00, -3.865e-02
