# Time,     alpha,     beta,     V_inf,    u(v_body_X), v(v_body_Y), w(v_body_Z),  p,       q,         r,         gx,         gy,       gz,      FX,         FY,         FZ       
2.700e-01, -5.796e-06, -1.341e-04, 5.862e+02, 5.862e+02, -7.864e-02, -3.398e-03, 1.046e+02, 9.650e-03, 4.381e-03, -8.190e-01, 2.829e-02, -9.754e+00, -9.833e+01, 9.812e-02, 4.409e-03
2.705e-01, -2.277e-06, -1.357e-04, 5.858e+02, 5.858e+02, -7.948e-02, -1.334e-03, 1.046e+02, 9.566e-03, 3.196e-03, -8.189e-01, -4.749e-01, -9.742e+00, -9.820e+01, 9.907e-02, 1.834e-03
2.710e-01, 1.317e-06, -1.369e-04, 5.853e+02, 5.853e+02, -8.012e-02, 7.709e-04, 1.046e+02, 9.451e-03, 1.980e-03, -8.189e-01, -9.852e-01, -9.704e+00, -9.807e+01, 9.976e-02, -7.874e-04
2.715e-01, 4.954e-06, -1.377e-04, 5.848e+02, 5.848e+02, -8.055e-02, 2.897e-03, 1.046e+02, 9.308e-03, 7.420e-04, -8.188e-01, -1.498e+00, -9.638e+00, -9.794e+01, 1.002e-01, -3.429e-03
2.720e-01, 8.588e-06, -1.382e-04, 5.843e+02, 5.843e+02, -8.075e-02, 5.018e-03, 1.046e+02, 9.136e-03, -5.018e-04, -8.188e-01, -2.006e+00, -9.545e+00, -9.782e+01, 1.003e-01, -6.059e-03
2.725e-01, 1.221e-05, -1.383e-04, 5.838e+02, 5.838e+02, -8.073e-02, 7.127e-03, 1.046e+02, 8.936e-03, -1.748e-03, -8.188e-01, -2.509e+00, -9.426e+00, -9.769e+01, 1.002e-01, -8.670e-03
2.730e-01, 1.580e-05, -1.380e-04, 5.833e+02, 5.833e+02, -8.049e-02, 9.219e-03, 1.046e+02, 8.709e-03, -2.994e-03, -8.187e-01, -3.005e+00, -9.280e+00, -9.756e+01, 9.978e-02, -1.125e-02
2.735e-01, 1.937e-05, -1.373e-04, 5.828e+02, 5.828e+02, -8.002e-02, 1.129e-02, 1.046e+02, 8.457e-03, -4.236e-03, -8.187e-01, -3.492e+00, -9.107e+00, -9.743e+01, 9.909e-02, -1.380e-02
2.740e-01, 2.288e-05, -1.362e-04, 5.823e+02, 5.823e+02, -7.933e-02, 1.332e-02, 1.046e+02, 8.179e-03, -5.471e-03, -8.186e-01, -3.970e+00, -8.909e+00, -9.731e+01, 9.812e-02, -1.631e-02
2.745e-01, 2.634e-05, -1.348e-04, 5.818e+02, 5.818e+02, -7.841e-02, 1.533e-02, 1.046e+02, 7.877e-03, -6.695e-03, -8.186e-01, -4.437e+00, -8.686e+00, -9.718e+01, 9.688e-02, -1.876e-02
2.750e-01, 2.974e-05, -1.329e-04, 5.813e+02, 5.813e+02, -7.727e-02, 1.729e-02, 1.046e+02, 7.551e-03, -7.904e-03, -8.185e-01, -4.891e+00, -8.439e+00, -9.705e+01, 9.537e-02, -2.116e-02
2.755e-01, 3.306e-05, -1.307e-04, 5.808e+02, 5.808e+02, -7.591e-02, 1.920e-02, 1.046e+02, 7.204e-03, -9.096e-03, -8.184e-01, -5.332e+00, -8.168e+00, -9.692e+01, 9.359e-02, -2.350e-02
2.760e-01, 3.629e-05, -1.281e-04, 5.803e+02, 5.803e+02, -7.433e-02, 2.106e-02, 1.046e+02, 6.835e-03, -1.027e-02, -8.184e-01, -5.757e+00, -7.873e+00, -9.680e+01, 9.154e-02, -2.576e-02
2.765e-01, 3.943e-05, -1.251e-04, 5.798e+02, 5.798e+02, -7.254e-02, 2.286e-02, 1.046e+02, 6.446e-03, -1.141e-02, -8.183e-01, -6.167e+00, -7.557e+00, -9.667e+01, 8.924e-02, -2.795e-02
2.770e-01, 4.246e-05, -1.218e-04, 5.793e+02, 5.793e+02, -7.054e-02, 2.460e-02, 1.046e+02, 6.038e-03, -1.253e-02, -8.183e-01, -6.559e+00, -7.219e+00, -9.654e+01, 8.668e-02, -3.006e-02
2.775e-01, 4.538e-05, -1.180e-04, 5.788e+02, 5.788e+02, -6.833e-02, 2.627e-02, 1.046e+02, 5.614e-03, -1.362e-02, -8.182e-01, -6.933e+00, -6.860e+00, -9.642e+01, 8.388e-02, -3.208e-02
2.780e-01, 4.817e-05, -1.140e-04, 5.784e+02, 5.784e+02, -6.593e-02, 2.786e-02, 1.046e+02, 5.173e-03, -1.468e-02, -8.181e-01, -7.288e+00, -6.482e+00, -9.629e+01, 8.085e-02, -3.400e-02
2.785e-01, 5.084e-05, -1.096e-04, 5.779e+02, 5.779e+02, -6.333e-02, 2.938e-02, 1.046e+02, 4.717e-03, -1.569e-02, -8.180e-01, -7.622e+00, -6.086e+00, -9.616e+01, 7.758e-02, -3.582e-02
2.790e-01, 5.337e-05, -1.049e-04, 5.774e+02, 5.774e+02, -6.054e-02, 3.081e-02, 1.046e+02, 4.249e-03, -1.667e-02, -8.180e-01, -7.935e+00, -5.672e+00, -9.604e+01, 7.409e-02, -3.754e-02
2.795e-01, 5.575e-05, -9.980e-05, 5.769e+02, 5.769e+02, -5.758e-02, 3.216e-02, 1.046e+02, 3.768e-03, -1.761e-02, -8.179e-01, -8.225e+00, -5.242e+00, -9.591e+01, 7.038e-02, -3.915e-02
2.800e-01, 5.798e-05, -9.444e-05, 5.764e+02, 5.764e+02, -5.444e-02, 3.342e-02, 1.046e+02, 3.278e-03, -1.850e-02, -8.178e-01, -8.493e+00, -4.796e+00, -9.579e+01, 6.648e-02, -4.065e-02
2.805e-01, 6.005e-05, -8.878e-05, 5.759e+02, 5.759e+02, -5.113e-02, 3.458e-02, 1.046e+02, 2.778e-03, -1.934e-02, -8.177e-01, -8.736e+00, -4.337e+00, -9.566e+01, 6.238e-02, -4.203e-02
2.810e-01, 6.195e-05, -8.284e-05, 5.754e+02, 5.754e+02, -4.767e-02, 3.565e-02, 1.046e+02, 2.272e-03, -2.013e-02, -8.176e-01, -8.954e+00, -3.866e+00, -9.553e+01, 5.809e-02, -4.328e-02
2.815e-01, 6.368e-05, -7.663e-05, 5.749e+02, 5.749e+02, -4.406e-02, 3.661e-02, 1.046e+02, 1.760e-03, -2.087e-02, -8.175e-01, -9.148e+00, -3.383e+00, -9.541e+01, 5.364e-02, -4.442e-02
2.820e-01, 6.524e-05, -7.017e-05, 5.745e+02, 5.745e+02, -4.031e-02, 3.747e-02, 1.046e+02, 1.243e-03, -2.155e-02, -8.174e-01, -9.315e+00, -2.890e+00, -9.528e+01, 4.903e-02, -4.542e-02
2.825e-01, 6.661e-05, -6.348e-05, 5.740e+02, 5.740e+02, -3.643e-02, 3.823e-02, 1.046e+02, 7.245e-04, -2.218e-02, -8.173e-01, -9.456e+00, -2.389e+00, -9.516e+01, 4.427e-02, -4.629e-02
2.830e-01, 6.775e-05, -5.680e-05, 5.735e+02, 5.735e+02, -3.257e-02, 3.886e-02, 1.046e+02, 2.225e-04, -2.272e-02, -8.172e-01, -9.567e+00, -1.898e+00, -9.504e+01, 3.955e-02, -4.701e-02
2.835e-01, 6.872e-05, -4.994e-05, 5.730e+02, 5.730e+02, -2.862e-02, 3.938e-02, 1.046e+02, -2.784e-04, -2.321e-02, -8.170e-01, -9.652e+00, -1.403e+00, -9.492e+01, 3.472e-02, -4.760e-02
2.840e-01, 6.951e-05, -4.290e-05, 5.726e+02, 5.726e+02, -2.456e-02, 3.980e-02, 1.046e+02, -7.782e-04, -2.364e-02, -8.169e-01, -9.711e+00, -9.020e-01, -9.479e+01, 2.978e-02, -4.806e-02
2.845e-01, 7.024e-05, -3.372e-05, 5.720e+02, 5.720e+02, -1.929e-02, 4.018e-02, 1.046e+02, -1.410e-03, -2.410e-02, -8.168e-01, -9.749e+00, -2.610e-01, -9.464e+01, 2.337e-02, -4.846e-02
2.850e-01, 7.061e-05, -2.618e-05, 5.715e+02, 5.715e+02, -1.496e-02, 4.035e-02, 1.046e+02, -1.911e-03, -2.440e-02, -8.166e-01, -9.749e+00, 2.557e-01, -9.452e+01, 1.813e-02, -4.863e-02
2.855e-01, 7.079e-05, -1.852e-05, 5.710e+02, 5.710e+02, -1.058e-02, 4.042e-02, 1.046e+02, -2.406e-03, -2.463e-02, -8.165e-01, -9.722e+00, 7.721e-01, -9.439e+01, 1.283e-02, -4.866e-02
2.860e-01, 7.076e-05, -1.093e-05, 5.705e+02, 5.705e+02, -6.237e-03, 4.037e-02, 1.046e+02, -2.883e-03, -2.479e-02, -8.164e-01, -9.669e+00, 1.276e+00, -9.427e+01, 7.591e-03, -4.856e-02
2.865e-01, 7.055e-05, -3.328e-06, 5.701e+02, 5.701e+02, -1.897e-03, 4.022e-02, 1.046e+02, -3.347e-03, -2.488e-02, -8.163e-01, -9.590e+00, 1.773e+00, -9.415e+01, 2.367e-03, -4.834e-02
2.870e-01, 7.015e-05, 4.330e-06, 5.696e+02, 5.696e+02, 2.466e-03, 3.996e-02, 1.046e+02, -3.800e-03, -2.491e-02, -8.161e-01, -9.486e+00, 2.265e+00, -9.403e+01, -2.875e-03, -4.798e-02
2.875e-01, 6.977e-05, 9.565e-06, 5.693e+02, 5.693e+02, 5.445e-03, 3.972e-02, 1.046e+02, -4.102e-03, -2.489e-02, -8.160e-01, -9.400e+00, 2.597e+00, -9.395e+01, -6.448e-03, -4.766e-02
2.880e-01, 6.905e-05, 1.730e-05, 5.688e+02, 5.688e+02, 9.842e-03, 3.927e-02, 1.046e+02, -4.537e-03, -2.481e-02, -8.159e-01, -9.253e+00, 3.082e+00, -9.383e+01, -1.171e-02, -4.709e-02
2.885e-01, 6.813e-05, 2.505e-05, 5.684e+02, 5.684e+02, 1.424e-02, 3.872e-02, 1.046e+02, -4.959e-03, -2.466e-02, -8.158e-01, -9.080e+00, 3.559e+00, -9.371e+01, -1.696e-02, -4.639e-02
2.890e-01, 6.703e-05, 3.279e-05, 5.679e+02, 5.679e+02, 1.862e-02, 3.807e-02, 1.046e+02, -5.367e-03, -2.445e-02, -8.157e-01, -8.882e+00, 4.027e+00, -9.359e+01, -2.218e-02, -4.556e-02
2.895e-01, 6.574e-05, 4.049e-05, 5.674e+02, 5.674e+02, 2.297e-02, 3.730e-02, 1.046e+02, -5.759e-03, -2.416e-02, -8.155e-01, -8.660e+00, 4.485e+00, -9.347e+01, -2.736e-02, -4.461e-02
2.900e-01, 6.427e-05, 4.813e-05, 5.669e+02, 5.669e+02, 2.729e-02, 3.644e-02, 1.046e+02, -6.133e-03, -2.382e-02, -8.154e-01, -8.414e+00, 4.931e+00, -9.335e+01, -3.248e-02, -4.353e-02
2.905e-01, 6.261e-05, 5.569e-05, 5.665e+02, 5.665e+02, 3.155e-02, 3.547e-02, 1.046e+02, -6.490e-03, -2.340e-02, -8.153e-01, -8.144e+00, 5.365e+00, -9.323e+01, -3.752e-02, -4.234e-02
2.910e-01, 6.077e-05, 6.315e-05, 5.660e+02, 5.660e+02, 3.574e-02, 3.440e-02, 1.046e+02, -6.828e-03, -2.292e-02, -8.152e-01, -7.852e+00, 5.784e+00, -9.311e+01, -4.248e-02, -4.103e-02
2.915e-01, 5.876e-05, 7.049e-05, 5.655e+02, 5.655e+02, 3.987e-02, 3.323e-02, 1.046e+02, -7.146e-03, -2.237e-02, -8.151e-01, -7.537e+00, 6.188e+00, -9.299e+01, -4.734e-02, -3.960e-02
2.920e-01, 5.659e-05, 7.762e-05, 5.651e+02, 5.651e+02, 4.386e-02, 3.198e-02, 1.046e+02, -7.440e-03, -2.177e-02, -8.150e-01, -7.205e+00, 6.572e+00, -9.287e+01, -5.203e-02, -3.808e-02
2.925e-01, 5.430e-05, 8.448e-05, 5.646e+02, 5.646e+02, 4.770e-02, 3.066e-02, 1.046e+02, -7.709e-03, -2.112e-02, -8.149e-01, -6.858e+00, 6.934e+00, -9.275e+01, -5.654e-02, -3.648e-02
2.930e-01, 5.186e-05, 9.116e-05, 5.642e+02, 5.642e+02, 5.143e-02, 2.926e-02, 1.046e+02, -7.956e-03, -2.041e-02, -8.148e-01, -6.492e+00, 7.277e+00, -9.264e+01, -6.090e-02, -3.479e-02
2.935e-01, 4.927e-05, 9.764e-05, 5.637e+02, 5.637e+02, 5.504e-02, 2.777e-02, 1.046e+02, -8.180e-03, -1.964e-02, -8.147e-01, -6.110e+00, 7.601e+00, -9.252e+01, -6.511e-02, -3.300e-02
2.940e-01, 4.654e-05, 1.039e-04, 5.633e+02, 5.633e+02, 5.852e-02, 2.621e-02, 1.046e+02, -8.382e-03, -1.882e-02, -8.146e-01, -5.711e+00, 7.905e+00, -9.240e+01, -6.916e-02, -3.113e-02
2.945e-01, 4.367e-05, 1.099e-04, 5.628e+02, 5.628e+02, 6.186e-02, 2.458e-02, 1.046e+02, -8.560e-03, -1.794e-02, -8.145e-01, -5.297e+00, 8.188e+00, -9.229e+01, -7.304e-02, -2.917e-02
2.950e-01, 4.068e-05, 1.157e-04, 5.624e+02, 5.624e+02, 6.505e-02, 2.288e-02, 1.046e+02, -8.715e-03, -1.702e-02, -8.144e-01, -4.868e+00, 8.450e+00, -9.217e+01, -7.673e-02, -2.714e-02
2.955e-01, 3.757e-05, 1.212e-04, 5.619e+02, 5.619e+02, 6.809e-02, 2.111e-02, 1.046e+02, -8.845e-03, -1.604e-02, -8.143e-01, -4.427e+00, 8.689e+00, -9.205e+01, -8.022e-02, -2.503e-02
2.960e-01, 3.434e-05, 1.264e-04, 5.614e+02, 5.614e+02, 7.095e-02, 1.928e-02, 1.046e+02, -8.950e-03, -1.502e-02, -8.143e-01, -3.974e+00, 8.905e+00, -9.194e+01, -8.352e-02, -2.286e-02
2.965e-01, 3.101e-05, 1.313e-04, 5.610e+02, 5.610e+02, 7.364e-02, 1.740e-02, 1.046e+02, -9.031e-03, -1.396e-02, -8.142e-01, -3.510e+00, 9.098e+00, -9.182e+01, -8.659e-02, -2.063e-02
2.970e-01, 2.759e-05, 1.358e-04, 5.605e+02, 5.605e+02, 7.615e-02, 1.546e-02, 1.046e+02, -9.086e-03, -1.286e-02, -8.141e-01, -3.036e+00, 9.267e+00, -9.170e+01, -8.945e-02, -1.834e-02
2.975e-01, 2.408e-05, 1.401e-04, 5.601e+02, 5.601e+02, 7.846e-02, 1.349e-02, 1.046e+02, -9.116e-03, -1.172e-02, -8.141e-01, -2.555e+00, 9.411e+00, -9.159e+01, -9.208e-02, -1.600e-02
2.980e-01, 2.048e-05, 1.440e-04, 5.596e+02, 5.596e+02, 8.058e-02, 1.146e-02, 1.046e+02, -9.121e-03, -1.054e-02, -8.140e-01, -2.067e+00, 9.530e+00, -9.147e+01, -9.446e-02, -1.362e-02
2.985e-01, 1.682e-05, 1.475e-04, 5.592e+02, 5.592e+02, 8.249e-02, 9.407e-03, 1.046e+02, -9.101e-03, -9.336e-03, -8.140e-01, -1.573e+00, 9.624e+00, -9.136e+01, -9.660e-02, -1.120e-02
2.990e-01, 1.310e-05, 1.507e-04, 5.587e+02, 5.587e+02, 8.419e-02, 7.320e-03, 1.046e+02, -9.056e-03, -8.099e-03, -8.139e-01, -1.074e+00, 9.692e+00, -9.124e+01, -9.850e-02, -8.746e-03
2.995e-01, 9.328e-06, 1.535e-04, 5.583e+02, 5.583e+02, 8.567e-02, 5.208e-03, 1.046e+02, -8.986e-03, -6.837e-03, -8.139e-01, -5.731e-01, 9.735e+00, -9.112e+01, -1.001e-01, -6.271e-03
3.000e-01, 5.514e-06, 1.558e-04, 5.578e+02, 5.578e+02, 8.694e-02, 3.076e-03, 1.046e+02, -8.890e-03, -5.552e-03, -8.138e-01, -7.032e-02, 9.751e+00, -9.101e+01, -1.015e-01, -3.778e-03
